"elimfilters_sku","source_sku","segment","make","model","engine_size","hp","kw","year","engine","source_url"
"EL51261","W712/61","Oil Filter","ROVER","MINI 1300","1275","63","46","1992-2000","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","ROVER","MINI Convertible (XN) 1300","1273","63","46","1992-1995","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","ROVER","MINI-MOKE 1.0","998","40","29","1986","1.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","ROVER","MINI-MOKE 1.0","998","35","26","1986","1.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","500/650 650 T","643","20","15","1962-1968","650 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","500/650 650 TR","643","27","20","1964-1968","650 TR","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","500/650 650 TR1","643","30","22","1966-1968","650 TR1","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","500/650 650 TR2","643","41","30","1967-1968","650 TR2","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","700 700 C","643","25","18","1960-1968","700 C","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","700 700 E","643","20","15","1960-1968","700 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","HAFLINGER (AP700, AP703) 0.65","643","27","20","1966-1974","0.65","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","HAFLINGER (AP700, AP703) 0.65","643","24","18","1961-1966","0.65","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","STEYR","HAFLINGER (AP700, AP703) 0.65","643","22","16","1959-1961","0.65","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Estate 1.3 S","1297","75","55","1979-1984","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Hatchback 1.2 S","1196","60","44","1982-1984","1.2 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Hatchback 1.3","1297","69","51","1980-1984","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Hatchback 1.3 S","1297","75","55","1979-1984","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Belmont 1.3","1297","75","55","1985-1991","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Estate 1.2","1196","60","44","1984-1988","1.2","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Estate 1.3","1297","75","55","1984-1991","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Estate 1.3","1297","69","51","1984-1991","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Hatchback 1.2","1196","54","40","1984-1991","1.2","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Hatchback 1.2","1196","60","44","1984-1991","1.2","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Hatchback 1.3","1297","75","55","1984-1991","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRA Mk II Hatchback 1.3","1297","60","44","1984-1991","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRAMAX 1.3 N","1297","60","44","1985-1989","1.3 N","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ASTRAMAX 1.3 S","1297","75","55","1985-1989","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CARLTON Mk II 2.0 i","1979","110","81","1983-1984","2.0 i","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CARLTON Mk II 2.0 S","1998","100","74","1978-1986","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CARLTON Mk II 2.2 i","2197","115","85","1984-1986","2.2 i","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CARLTON Mk II Estate 2.0","1979","110","81","1977-1986","2.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CARLTON Mk II Estate 2.0 S","1998","100","74","1982-1986","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CARLTON Mk II Estate 2.2 i","2197","115","85","1984-1986","2.2 i","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER 1.6 N","1584","60","44","1975-1975","1.6 N","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER 1.6 N","1584","60","44","1975-1981","1.6 N","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER 1.6 S","1584","75","55","1975-1981","1.6 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER 1900","1897","90","66","1975-1978","1900","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER 2.0 S","1979","100","74","1978-1981","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER CC 1600","1584","75","55","1975-1981","1600","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER CC 2000","1979","100","74","1977-1981","2000","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Coupe 1.9 S","1897","90","66","1975-1978","1.9 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Coupe 2.0 S","1979","100","74","1978-1981","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Mk II 1.3 N","1297","60","44","1981-1988","1.3 N","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Mk II 1.3 S","1297","75","55","1981-1988","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Mk II Estate 1.3 S","1297","75","55","1981-1988","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Mk II Hatchback 1.3 S","1297","75","55","1981-1988","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Saloon 1.3","1256","58","43","1977-1981","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","CAVALIER Saloon 2.0","1979","100","74","1979-1981","2.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","FIRENZA Coupe 1800","1759","78","57","1972-1973","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","FIRENZA Coupe 2300","2279","111","81","1972-1974","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","FIRENZA Coupe 2300","2279","132","97","1974-1975","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","FRONTERA Mk I (A) 2.4 i","2410","125","92","1992-1998","2.4 i","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","MAGNUM 1.8","1759","89","65","1973-1981","1.8","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","MAGNUM 1800","1759","78","57","1973-1977","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","MAGNUM 2.3","2279","110","81","1973-1981","2.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","MAGNUM Coupe 2300","2279","110","81","1973-1975","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","MAGNUM Estate 1.8","1759","89","65","1973-1981","1.8","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","MAGNUM Estate 1800","1759","78","57","1973-1977","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","MAGNUM Estate 2.3","2279","110","81","1973-1981","2.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA 1.0","993","45","33","1982-1987","1.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA 1.2 N","1196","45","33","1985-1987","1.2 N","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA 1.2 S","1196","55","40","1982-1987","1.2 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA 1.3 S","1297","70","51","1982-1987","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA Hatchback 1.0","993","45","33","1983-1993","1.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA Hatchback 1.2 i","1196","45","33","1985-1989","1.2 i","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA Hatchback 1.2 S","1196","55","40","1983-1990","1.2 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","NOVA Hatchback 1.3 S","1297","70","51","1983-1989","1.3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ROYALE 2.0 E","1979","115","85","1983-1984","2.0 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","ROYALE 2.2 E","2197","115","85","1984-1987","2.2 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","SENATOR 2.0 E","1979","115","85","1983-1984","2.0 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","SENATOR 2.2 E","2197","115","85","1984-1987","2.2 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VICTOR 1600","1599","72","53","1969-1972","1600","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VICTOR 1800","1759","78","57","1972-1976","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VICTOR 2000","1975","88","65","1967-1972","2000","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VICTOR 2300","2279","100","74","1972-1976","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VICTOR Estate 1800","1759","78","57","1972-1976","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VICTOR Estate 2300","2279","100","74","1972-1976","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA 1100","1057","45","33","1963-1966","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA 1100 SL90","1057","60","44","1965-1970","1100 SL90","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA 1600","1599","69","51","1970-1972","1600","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA 1800","1759","78","57","1973-1979","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA 2000 GT","1975","106","78","1968-1970","2000 GT","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA 2300","2279","110","81","1972-1973","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA Estate 1100 SL90","1057","60","44","1965-1970","1100 SL90","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA Estate 1600","1599","69","51","1970-1972","1600","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA Estate 1800","1759","78","57","1973-1978","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VIVA Estate 2300","2279","110","81","1972-1973","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VX 1800","1759","88","65","1976-1978","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VX 2000 4/90","1975","106","78","1969-1971","2000 4/90","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VX 2300","2279","110","81","1976-1978","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VX 2300 4/90","2279","112","82","1972-1978","2300 4/90","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VX Estate 1800","1759","88","65","1976-1978","1800","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL51261","W712/61","Oil Filter","VAUXHALL","VX Estate 2300","2279","110","81","1976-1978","2300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/61"
"EL57126","W712/6N","Oil Filter","AUSTIN","ALLEGRO Hatchback (ADO 67) 1.1","1098","45","33","1973-1981","1.1","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","ALLEGRO Hatchback (ADO 67) 1.3","1275","54","40","1973-1982","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","METRO 1.0","999","41","30","1980-1990","1.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","METRO 1.0","999","45","33","1980-1990","1.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","METRO 1.0 Surf HLE","999","48","35","1980-1990","1.0 Surf HLE","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","METRO 1.3","1275","69","51","1980-1990","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","METRO 1.3","1275","71","52","1980-1985","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","METRO 1.3 L,HLE,S","1275","60","44","1980-1990","1.3 L,HLE,S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","METRO 1.3 Surf (XF)","1273","60","44","1985-1990","1.3 Surf (XF)","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI 1000","999","35","26","1967-1984","1000","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI 1000","999","39","29","1967-1984","1000","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI 1000 Mayfair","998","42","31","1982-1993","1000 Mayfair","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI 1000 Mayfair Sport","999","41","30","1988-1993","1000 Mayfair Sport","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI 1100 Special","1098","45","33","1976-1981","1100 Special","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI 1275 GT","1256","53","39","1969-1980","1275 GT","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI 850","848","34","25","1967-1979","850","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI Box Body / Estate 1000","998","38","28","1969-1980","1000","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI Estate 1000","998","38","28","1969-1980","1000","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","MINI Estate 1100 Special","1098","45","33","1976-1981","1100 Special","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","PRINCESS 1800 HL","1798","82","60","1976-1978","1800 HL","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","AUSTIN","PRINCESS 2200 HLS","2227","110","81","1976-1978","2200 HLS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","BEDFORD","ASTRA VAN Estate 1.3","1297","75","55","1984-1989","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","BEDFORD","ASTRA VAN Estate 1.3","1297","60","44","1984-1989","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","BEDFORD","ASTRA VAN Estate 1.3","1297","46","34","1984-1989","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","BEDFORD","BLITZ (CF97) 1.8","1759","67","49","1969-1987","1.8","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","BEDFORD","BLITZ (CF97) 2.0","1979","76","56","1985-1987","2.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","BEDFORD","BLITZ (CF97) 2.3","2278","79","58","1980-1983","2.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","CAPRI (ECJ) 1300","1298","72","53","1972-1972","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","CAPRI II (GECP) 1.3","1298","54","40","1974-1977","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","CAPRI II (GECP) 1.3","1298","57","42","1974-1977","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","CAPRI III (GECP) 1.3","1298","54","40","1978-1985","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","CORTINA 1600 GT","1599","86","63","1970-1972","1600 GT","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","CORTINA Coach 1300","1298","57","42","1970-1972","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1100","1098","40","29","1968-1971","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1100","1098","45","32","1968-1974","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1100","1098","48","35","1970-1976","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1100","1098","45","33","1968-1971","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1300","1298","72","53","1970-1976","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1300","1298","54","40","1973-1976","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1300","1298","57","42","1970-1976","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1300","1298","52","38","1968-1971","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 1300","1298","48","35","1968-1971","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 950","940","36","26","1968-1974","950","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I (AFH, ATH) 950","940","34","25","1968-1974","950","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I Break (ADH) 1100","1098","40","29","1968-1971","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I Break (ADH) 1100","1098","48","35","1970-1976","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I Break (ADH) 1100","1098","44","32","1970-1976","1100","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT I Break (ADH) 1300","1298","57","42","1970-1976","1300","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.1","1098","46","34","1975-1980","1.1","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.1","1098","45","32","1974-1980","1.1","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.1","1098","48","35","1974-1980","1.1","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.3","1298","60","44","1979-1980","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.3","1298","54","40","1974-1980","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.3","1298","70","51","1974-1980","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.3","1298","57","42","1974-1980","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II (ATH) 1.6 RS","1599","84","62","1974-1980","1.6 RS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II Break 1.1","1097","48","35","1975-1980","1.1","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II Break 1.1","1097","44","32","1975-1980","1.1","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
"EL57126","W712/6N","Oil Filter","FORD","ESCORT II Break 1.3","1298","57","42","1975-1980","1.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W712/6N"
