"elimfilters_sku","source_sku","segment","make","model","engine_size","hp","kw","year","engine","source_url"
"EA51376","C1376","Air Filter","RENAULT","SUPER 5 (B/C40_) 1.4 Turbo (C405)","1397","120","88","1985-1990","1.4 Turbo (C405)","https://www.airfilter-crossreference.com/convert/MANN/C1376"
"EA51376","C1376","Air Filter","RENAULT","SUPER 5 Box (S40_) 1.4","1397","116","85","1985-1987","1.4","https://www.airfilter-crossreference.com/convert/MANN/C1376"
"EA54117","C14117","Air Filter","TOYOTA","HIACE II Box (LH5_, YH7_, LH7_, LH6_, YH6_, YH5_) 1.8","1812","79","58","1983-1989","1.8","https://www.airfilter-crossreference.com/convert/MANN/C14117"
"EA54117","C14117","Air Filter","TOYOTA","HIACE II Box (LH5_, YH7_, LH7_, LH6_, YH6_, YH5_) 2.0","1998","88","65","1984-1989","2.0","https://www.airfilter-crossreference.com/convert/MANN/C14117"
"EA54117","C14117","Air Filter","TOYOTA","HIACE II Wagon (LH7_, LH5_, LH6_, YH7_, YH6_, YH5_) 1.8 (H5G)","1812","79","58","1983-1989","1.8 (H5G)","https://www.airfilter-crossreference.com/convert/MANN/C14117"
"EA54117","C14117","Air Filter","TOYOTA","HIACE II Wagon (LH7_, LH5_, LH6_, YH7_, YH6_, YH5_) 2.0 (H5G)","1998","88","65","1985-1989","2.0 (H5G)","https://www.airfilter-crossreference.com/convert/MANN/C14117"
"EA54117","C14117","Air Filter","TOYOTA","HIACE III Platform/Chassis (YH8_, LH8_) 1.8","1812","79","58","1987-1995","1.8","https://www.airfilter-crossreference.com/convert/MANN/C14117"
"EA51465","C1465","Air Filter","FERRARI","456 GT/GTA 5.5 (F116)","5474","442","325","1993-2004","5.5 (F116)","https://www.airfilter-crossreference.com/convert/MANN/C1465"
"EA51465","C1465","Air Filter","WARTBURG","353 1.0","992","45","33","1966-1969","1.0","https://www.airfilter-crossreference.com/convert/MANN/C1465"
"EA51465","C1465","Air Filter","WARTBURG","353 1.0","992","50","37","1969-1975","1.0","https://www.airfilter-crossreference.com/convert/MANN/C1465"
"EA51465","C1465","Air Filter","WARTBURG","353 1.0 (353 W 000)","993","50","37","1975-1988","1.0 (353 W 000)","https://www.airfilter-crossreference.com/convert/MANN/C1465"
"EA51465","C1465","Air Filter","WARTBURG","353 Break 1.0","992","45","33","1967-1969","1.0","https://www.airfilter-crossreference.com/convert/MANN/C1465"
"EA51465","C1465","Air Filter","WARTBURG","353 Break 1.0","992","50","37","1969-1975","1.0","https://www.airfilter-crossreference.com/convert/MANN/C1465"
"EA51465","C1465","Air Filter","WARTBURG","353 Break 1.0","993","50","37","1975-1989","1.0","https://www.airfilter-crossreference.com/convert/MANN/C1465"
"EA56122","C16122","Air Filter","MAZDA","B-SERIE (UF) 2.2 D","2184","64","47","1985-1996","2.2 D","https://www.airfilter-crossreference.com/convert/MANN/C16122"
"EA50005","C20005","Air Filter","CHERY","QQ 0.8","812","51","38","2004","0.8","https://www.airfilter-crossreference.com/convert/MANN/C20005"
"EA52323","C2323","Air Filter","AUTOBIANCHI","A 112 1.0 Abarth","1050","70","51","1974-1984","1.0 Abarth","https://www.airfilter-crossreference.com/convert/MANN/C2323"
"EA52323","C2323","Air Filter","AUTOBIANCHI","A 112 1.0 Abarth","982","58","43","1971-1975","1.0 Abarth","https://www.airfilter-crossreference.com/convert/MANN/C2323"
"EA52323","C2323","Air Filter","FIAT","PANDA (141A_) 950","965","48","35","1982-1983","950","https://www.airfilter-crossreference.com/convert/MANN/C2323"
"EA52323","C2323","Air Filter","FIAT","PANDA (141A_) 950 4x4","965","48","35","1983-1986","950 4x4","https://www.airfilter-crossreference.com/convert/MANN/C2323"
"EA52323","C2323","Air Filter","LANCIA","A 112 1.0 Abarth (A112B2/5)","1050","69","51","1978-1984","1.0 Abarth (A112B2/5)","https://www.airfilter-crossreference.com/convert/MANN/C2323"
"EA52659","C2659","Air Filter","HYUNDAI","PONY (X-1) 1.3","1299","68","50","1985-1989","1.3","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","HYUNDAI","PONY (X-1) 1.5","1468","72","53","1985-1989","1.5","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","HYUNDAI","PONY Saloon (X-1) 1.3","1299","68","50","1985-1989","1.3","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","HYUNDAI","PONY Saloon (X-1) 1.5","1468","72","53","1985-1989","1.5","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","HYUNDAI","PONY Saloon (X-1) 1.5","1468","69","51","1985-1989","1.5","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","GALANT I (A12_) 1.6","1597","75","55","1977-1980","1.6","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","GALANT I Break (A12_V) 1.6 GL (A121V)","1597","75","55","1979-1980","1.6 GL (A121V)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","GALANT II (A16_) 1.6 GLX (A161A)","1597","75","55","1980-1984","1.6 GLX (A161A)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","GALANT II Break (A16_V) 1.6 GLX (A161V)","1597","75","55","1980-1984","1.6 GLX (A161V)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","LANCER I (A17_) 1.2 (A171)","1244","54","40","1980-1981","1.2 (A171)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","LANCER I (A17_) 1.6 (A174)","1597","84","62","1981-1983","1.6 (A174)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","LANCER I (A17_) 1.6 (A174)","1597","82","60","1979-1983","1.6 (A174)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","LANCER IV Saloon (C6_A) 1.3 (C61A)","1299","60","44","1988-1992","1.3 (C61A)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","LANCER IV Saloon (C6_A) 1.3 (C61A)","1299","70","51","1988-1992","1.3 (C61A)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","LANCER IV Saloon (C6_A) 1.3 12V (C61A)","1299","75","55","1990-1992","1.3 12V (C61A)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","SAPPORO I (A12_) 1.6 SL,GL (A121)","1597","75","55","1978-1980","1.6 SL,GL (A121)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","SAPPORO I (A12_) 2.0 (A123)","1995","107","79","1979-1980","2.0 (A123)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","SAPPORO I (A12_) 2.0 (A123)","1995","90","66","1978-1980","2.0 (A123)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","SAPPORO I (A12_) 2.0 (A123)","1995","98","72","1978-1980","2.0 (A123)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","MITSUBISHI","SAPPORO II (A16_A) 1.6 GLX (A161A)","1597","75","55","1980-1984","1.6 GLX (A161A)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","PROTON","PERSONA 400 (C9_S) 1,3","1299","75","55","1994","1,3","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","PROTON","PERSONA 400 Hatchback (C9_C, C9_S) 1,3","1299","75","55","1994","1,3","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","RENAULT","16 (115_) 1.5","1470","55","40","1965-1975","1.5","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","RENAULT","16 (115_) 1.6 TA","1647","71","52","1969-1980","1.6 TA","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","RENAULT","16 (115_) 1.6 TL","1565","54","40","1975-1980","1.6 TL","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52659","C2659","Air Filter","RENAULT","16 (115_) 1.6 TL (1152, 1153, 1157)","1565","65","48","1971-1980","1.6 TL (1152, 1153, 1157)","https://www.airfilter-crossreference.com/convert/MANN/C2659"
"EA52675","C2675","Air Filter","FORD","CAPRI (ECJ) 2000","1996","93","69","1969-1974","2000","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI (ECJ) 2000","1985","86","63","1969-1971","2000","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI (ECJ) 2000","1998","90","66","1969-1974","2000","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI (ECJ) 2300","2293","125","92","1969-1974","2300","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI (ECJ) 2300","2293","108","79","1969-1974","2300","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI (ECJ) 2600","2550","125","92","1970-1974","2600","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI II (GECP) 2.0","1999","90","66","1976-1977","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI II (GECP) 2.3","2294","108","79","1974-1977","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI III (GECP) 2.0","1994","87","64","1978-1985","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI III (GECP) 2.0","1999","90","66","1978-1982","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CAPRI III (GECP) 2.3 Super","2294","114","84","1979-1985","2.3 Super","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CONSUL (GGFL) 1700","1699","75","55","1972-1975","1700","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CONSUL (GGFL) 2300","2293","108","79","1972-1975","2300","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CONSUL Coupe (GGCL) 1700","1699","75","55","1972-1975","1700","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CONSUL Coupe (GGCL) 2300","2293","108","79","1972-1975","2300","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CONSUL Turnier (GGNL) 1700","1699","75","55","1972-1975","1700","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CONSUL Turnier (GGNL) 2300","2293","108","79","1972-1975","2300","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CORTINA (GBTS, GBFS, CBTS) 2.0","1999","90","66","1975-1979","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CORTINA (GBTS, GBFS, CBTS) 2.3","2294","107","79","1975-1979","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CORTINA Estate Estate (GBNS) 2.0","1999","90","66","1975-1979","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CORTINA Estate Estate (GBNS) 2.3","2294","107","79","1975-1979","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CORTINA Estate `80 Estate (GBNS) 2.0","1999","90","66","1979-1982","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CORTINA `80 (GBS, GBNS) 2.0","1999","90","66","1979-1982","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","CORTINA `80 (GBS, GBNS) 2.3","2294","114","84","1979-1982","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GGTL, GGFL) 1.7","1699","70","51","1974-1977","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GGTL, GGFL) 1.7","1699","75","55","1972-1975","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GGTL, GGFL) 1.7","1699","65","48","1972-1975","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GGTL, GGFL) 2.0","1998","90","66","1975-1977","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GGTL, GGFL) 2.3","2294","108","79","1975-1977","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GGTL, GGFL) 2.3","2274","108","79","1972-1976","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GU) 1.7","1699","70","51","1977-1982","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GU) 1.7","1699","73","54","1977-1981","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GU) 2.0","1998","90","66","1977-1985","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GU) 2.3","2294","112","82","1981-1985","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GU) 2.3","2294","107","79","1977-1979","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA (GU) 2.3","2294","114","84","1979-1985","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GGNL) 1.7","1699","70","51","1974-1977","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GGNL) 2.0","1998","90","66","1975-1977","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GGNL) 2.3","2274","108","79","1972-1976","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GGNL) 2.6","2551","107","79","1976-1977","2.6","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GNU) 1.7","1699","74","54","1977-1981","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GNU) 2.0","1998","90","66","1977-1985","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GNU) 2.3","2294","114","84","1979-1985","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GNU) 2.3","2294","107","79","1977-1979","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Break (GNU) 2.3","2294","111","82","1981-1985","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","GRANADA Coupe (GGCL) 2.3","2274","108","79","1972-1976","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","SIERRA Break (BNC) 2.0","1999","90","66","1982-1984","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","SIERRA Break (BNC) 2.3","2294","114","84","1982-1986","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","SIERRA Hatchback (GBC) 2.0","1999","90","66","1982-1984","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","SIERRA Hatchback (GBC) 2.3","2294","114","84","1982-1986","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 15M (28G) 1.7 XL/RS","1699","75","55","1968-1971","1.7 XL/RS","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 15M Coupe (23G) 1.7","1699","75","55","1968-1971","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M (21) 1.7","1688","65","48","1964-1968","1.7","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M (31F) 1.8","1797","82","60","1967-1974","1.8","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M (31F) 2.0","1985","86","63","1967-1974","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M (31F) 2.0","1985","90","66","1967-1974","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M (32F) 1.8","1797","82","60","1968-1974","1.8","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M (32F) 2.0","1985","90","66","1967-1974","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M Coupe (33F) 1.8","1797","82","60","1968-1974","1.8","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M Coupe (33F) 2.0","1985","90","66","1967-1974","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M Turnier (36F) 1.8","1797","82","60","1968-1974","1.8","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 17M Turnier (36F) 2.0","1985","90","66","1968-1974","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M (41F) 2.3","2294","125","92","1967-1971","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M (41F) 2.3","2274","107","79","1967-1974","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M (41F) 2.6","2520","125","92","1967-1971","2.6","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M (42F) 2.3","2294","125","92","1967-1971","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M (42F) 2.3","2274","107","79","1967-1974","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M (42F) 2.6","2520","125","92","1967-1971","2.6","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M 2.0","1985","86","63","1964-1968","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M Coupe (43F) 2.3","2294","125","92","1967-1971","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M Coupe (43F) 2.3","2274","107","79","1967-1974","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M Coupe (43F) 2.6","2520","125","92","1967-1971","2.6","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M Turnier (46F) 2.3","2274","107","79","1968-1974","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M Turnier 2.0","1985","86","63","1964-1968","2.0","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M XL (51F) 2.3","2274","107","79","1967-1974","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M XL (52F) 2.3","2274","107","79","1967-1974","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 20M XL Coupe (53F) 2.3","2274","107","79","1967-1974","2.3","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 26M XL (52F) 2.5","2520","125","92","1969-1974","2.5","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52675","C2675","Air Filter","FORD","TAUNUS 26M XL Coupe (53F) 2.5","2520","125","92","1969-1974","2.5","https://www.airfilter-crossreference.com/convert/MANN/C2675"
"EA52685","C2685","Air Filter","FORD","GRANADA (GU) 2.8","2792","135","99","1977-1985","2.8","https://www.airfilter-crossreference.com/convert/MANN/C2685"
"EA52685","C2685","Air Filter","FORD","GRANADA (GU) 2.8","2792","132","97","1981-1985","2.8","https://www.airfilter-crossreference.com/convert/MANN/C2685"
"EA52685","C2685","Air Filter","FORD","GRANADA Break (GNU) 2.8","2792","135","99","1977-1985","2.8","https://www.airfilter-crossreference.com/convert/MANN/C2685"
"EA52685","C2685","Air Filter","FORD","GRANADA Break (GNU) 2.8","2792","132","97","1981-1985","2.8","https://www.airfilter-crossreference.com/convert/MANN/C2685"
"EA52758","C2758","Air Filter","MAZDA","B-SERIE (UF) 2.6 4WD","2555","99","73","1987-1990","2.6 4WD","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA52758","C2758","Air Filter","MITSUBISHI","GALANT II (A16_) 2.0 GLS (A163)","1997","102","75","1980-1984","2.0 GLS (A163)","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA52758","C2758","Air Filter","MITSUBISHI","GALANT II Break (A16_V) 2.0 GLX (A163V)","1997","102","75","1980-1983","2.0 GLX (A163V)","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA52758","C2758","Air Filter","MITSUBISHI","L 200 (K3_T, K2_T, K1_T, K0_T) 2.0 4WD","1997","86","63","1987-1994","2.0 4WD","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA52758","C2758","Air Filter","MITSUBISHI","L 200 (K3_T, K2_T, K1_T, K0_T) 2.6 4WD (K33T)","2555","103","76","1989-1995","2.6 4WD (K33T)","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA52758","C2758","Air Filter","MITSUBISHI","L 200 (K7_T, K6_T) 2.0 (K62T)","1997","122","90","1996-2007","2.0 (K62T)","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA52758","C2758","Air Filter","MITSUBISHI","SAPPORO II (A16_A) 2.0 GSL (A164A)","1997","102","75","1980-1983","2.0 GSL (A164A)","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA52758","C2758","Air Filter","MITSUBISHI","SAPPORO II (A16_A) 2.0 GSR (A164A)","1995","112","82","1980-1984","2.0 GSR (A164A)","https://www.airfilter-crossreference.com/convert/MANN/C2758"
"EA53051","C3051","Air Filter","RENAULT","18 (134_) 1.4 (1340)","1397","64","47","1978-1986","1.4 (1340)","https://www.airfilter-crossreference.com/convert/MANN/C3051"
"EA53051","C3051","Air Filter","RENAULT","18 Box 1.4","1397","64","47","1979-1986","1.4","https://www.airfilter-crossreference.com/convert/MANN/C3051"
"EA53051","C3051","Air Filter","RENAULT","18 Break (135_) 1.4 (1350)","1397","64","47","1979-1986","1.4 (1350)","https://www.airfilter-crossreference.com/convert/MANN/C3051"
"EA53051","C3051","Air Filter","RENAULT","FUEGO (136_) 1.4 TL/GTL","1397","64","47","1980-1985","1.4 TL/GTL","https://www.airfilter-crossreference.com/convert/MANN/C3051"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 2.0 (B540)","1995","105","77","1992-1996","2.0 (B540)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 2.0 12V (B542, B54E)","1995","132","97","1992-1996","2.0 12V (B542, B54E)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 2.1 dT (B546)","2068","88","65","1993-1996","2.1 dT (B546)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 2.2 (B541)","2165","107","79","1992-1996","2.2 (B541)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 2.2 (B543)","2165","137","101","1992-1996","2.2 (B543)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 2.5 dT (B548)","2500","113","83","1992-1996","2.5 dT (B548)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 3.0","2975","170","125","1993-1996","3.0","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 3.0 Biturbo 4x4 (B545)","2963","262","193","1993-1996","3.0 Biturbo 4x4 (B545)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 3.0 V6 (B54B, B544)","2963","167","123","1992-1996","3.0 V6 (B54B, B544)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE I (B54_) 3.0 V6 4x4 (B54B, B544)","2963","167","123","1992-1996","3.0 V6 4x4 (B54B, B544)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE II (B54_) 2.0 16V (B54L)","1948","136","100","1996-2000","2.0 16V (B54L)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE II (B54_) 2.2 dT (B54G)","2188","113","83","1996-2000","2.2 dT (B54G)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE II (B54_) 2.5 20V (B54F)","2435","165","121","1996-2000","2.5 20V (B54F)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
"EC52531","CU2531","Cabin Filter","RENAULT","SAFRANE II (B54_) 2.9 24V (B54N)","2946","190","140","1999-2000","2.9 24V (B54N)","https://www.airfilter-crossreference.com/convert/MANN/CU2531"
