"elimfilters_sku","source_sku","segment","has_oem","has_competitor","has_applications","has_specifications","production_tier"
"EC53461","CUK3461","Cabin Filter","1","1","1","1","TIER_P1"
"EC54611","CUK3461/1","Cabin Filter","1","0","1","1","TIER_P5"
"ECCUK350002","CUK35000/2","Cabin Filter","0","0","0","0","TIER_P5"
"ECCUK350002M","CUK35000/2M","Cabin Filter","0","0","0","0","TIER_P5"
"EC53518","CUK3518","Cabin Filter","1","1","1","1","TIER_P1"
"EC53540","CUK3540","Cabin Filter","1","1","1","1","TIER_P1"
"ECCUK3553","CUK3553","Cabin Filter","0","0","0","1","TIER_P5"
"EC53554","CUK3554","Cabin Filter","1","1","1","1","TIER_P1"
"EC53562","CUK3562","Cabin Filter","0","0","1","1","TIER_P5"
"EC53567","CUK3567","Cabin Filter","1","1","1","1","TIER_P1"
"EC53569","CUK3569","Cabin Filter","1","1","1","1","TIER_P1"
"EC56003","CUK36003","Cabin Filter","1","1","1","1","TIER_P1"
"EC56006","CUK36006","Cabin Filter","1","1","1","1","TIER_P1"
"ECCUK36044","CUK36044","Cabin Filter","0","0","0","0","TIER_P5"
"EC53621","CUK3621","Cabin Filter","1","0","1","1","TIER_P5"
"ECCUK36422","CUK3642/2","Cabin Filter","0","0","0","0","TIER_P5"
"EC57001","CUK37001","Cabin Filter","1","1","1","1","TIER_P1"
"EC53780","CUK3780","Cabin Filter","1","1","1","1","TIER_P1"
"EC58004","CUK38004","Cabin Filter","1","1","1","1","TIER_P1"
"EC53823","CUK3823","Cabin Filter","1","0","1","1","TIER_P5"
"EC53840","CUK3840","Cabin Filter","1","1","1","1","TIER_P1"
"EC53847","CUK3847","Cabin Filter","1","1","1","1","TIER_P1"
"EC53858","CUK3858","Cabin Filter","1","1","1","1","TIER_P1"
"ECCUK390004","CUK39000/4","Cabin Filter","0","0","0","0","TIER_P5"
"EC59008","CUK39008","Cabin Filter","1","0","1","1","TIER_P5"
"EC59027","CUK39027","Cabin Filter","1","0","1","1","TIER_P5"
"EC53943","CUK3943","Cabin Filter","1","1","1","1","TIER_P1"
"EC53955","CUK3955","Cabin Filter","1","1","1","1","TIER_P1"
"EC53970","CUK3970","Cabin Filter","1","0","1","1","TIER_P5"
"EC53979","CUK3979","Cabin Filter","0","1","0","1","TIER_P4"
"EC54007","CUK4007","Cabin Filter","0","0","1","1","TIER_P5"
"EC50071","CUK4007/1","Cabin Filter","0","0","1","1","TIER_P5"
"EC54054","CUK4054","Cabin Filter","1","1","1","1","TIER_P1"
"EC54062","CUK4062","Cabin Filter","1","0","1","1","TIER_P5"
"EC51301","CUK4130/1","Cabin Filter","1","0","1","1","TIER_P5"
"EC54136","CUK4136","Cabin Filter","1","0","1","1","TIER_P5"
"EC54151","CUK4151","Cabin Filter","1","1","1","1","TIER_P1"
"EC54179","CUK4179","Cabin Filter","1","1","1","1","TIER_P1"
"EC54245","CUK4245","Cabin Filter","0","0","1","1","TIER_P5"
"EC54251","CUK4251","Cabin Filter","1","1","1","1","TIER_P1"
"EC54436","CUK4436","Cabin Filter","1","1","1","1","TIER_P1"
"EC54469","CUK4469","Cabin Filter","0","1","1","1","TIER_P4"
"EC55004","CUK45004","Cabin Filter","1","1","1","1","TIER_P1"
"EC54594","CUK4594","Cabin Filter","1","1","1","1","TIER_P1"
"EC56025","CUK46025","Cabin Filter","1","0","1","1","TIER_P5"
"ECCUK4602512","CUK46025/1/2","Cabin Filter","0","0","0","0","TIER_P5"
"ECCUK460252","CUK46025/2","Cabin Filter","0","0","0","0","TIER_P5"
"EC54624","CUK4624","Cabin Filter","1","1","1","1","TIER_P1"
"EC54795","CUK4795","Cabin Filter","1","1","1","1","TIER_P1"
"EC59004","CUK49004","Cabin Filter","0","0","1","0","TIER_P5"
"EC55011","CUK5011","Cabin Filter","0","0","1","1","TIER_P5"
"EC55141","CUK5141","Cabin Filter","1","1","1","1","TIER_P1"
"ECCUK520062","CUK52006/2","Cabin Filter","0","0","0","0","TIER_P5"
"EC52010","CUK52010","Cabin Filter","1","0","1","1","TIER_P5"
"EC52014","CUK52014","Cabin Filter","1","0","1","1","TIER_P5"
"EC55257","CUK5257","Cabin Filter","1","1","1","1","TIER_P1"
"EC55258","CUK5258","Cabin Filter","1","0","1","1","TIER_P5"
"EC55352","CUK5352","Cabin Filter","0","0","1","1","TIER_P5"
"EC55366","CUK5366","Cabin Filter","1","1","1","1","TIER_P1"
"EC55480","CUK5480","Cabin Filter","1","1","1","1","TIER_P1"
"EC55010","CUK55010","Cabin Filter","0","0","1","0","TIER_P5"
"EC55738","CUK5738","Cabin Filter","0","0","1","1","TIER_P5"
"EC55877","CUK5877","Cabin Filter","1","1","1","1","TIER_P1"
"EC59003","CUK59003","Cabin Filter","1","0","1","1","TIER_P5"
"EC59004","CUK59004","Cabin Filter","1","0","1","1","TIER_P5"
"EC50001","CUK60001","Cabin Filter","1","0","1","1","TIER_P5"
"EC56046","CUK6046","Cabin Filter","1","0","1","1","TIER_P5"
"EC51225","CUK61225","Cabin Filter","1","1","1","1","TIER_P1"
"EC54003","CUK64003","Cabin Filter","1","0","1","1","TIER_P5"
"EC54004","CUK64004","Cabin Filter","1","0","1","1","TIER_P5"
"EC55002","CUK65002","Cabin Filter","1","0","1","1","TIER_P5"
"EC55003","CUK65003","Cabin Filter","1","0","1","1","TIER_P5"
"EC56724","CUK6724","Cabin Filter","1","1","1","1","TIER_P1"
"ECCUK70001","CUK70001","Cabin Filter","0","0","0","0","TIER_P5"
"EC58430","CUK8430","Cabin Filter","1","1","1","1","TIER_P1"
"EC56002","CUK96002","Cabin Filter","1","0","1","1","TIER_P5"
"EAFPA01","FP-A01","Air Filter","0","0","0","0","TIER_P5"
"EAFPA02","FP-A02","Air Filter","0","0","0","0","TIER_P5"
"EAFPB01","FP-B01","Air Filter","0","1","0","1","TIER_P4"
"EAFPB02","FP-B02","Air Filter","0","1","0","1","TIER_P4"
"EAFPB03","FP-B03","Air Filter","0","0","0","0","TIER_P5"
"EAFPB04","FP-B04","Air Filter","0","1","0","1","TIER_P4"
"EAFPGM01","FP-GM01","Air Filter","0","0","0","0","TIER_P5"
"EAFPM01","FP-M01","Air Filter","0","0","0","1","TIER_P5"
"EAFPM03","FP-M03","Air Filter","0","0","0","0","TIER_P5"
"EAFPM04","FP-M04","Air Filter","0","1","0","1","TIER_P4"
"EAFPM05","FP-M05","Air Filter","0","1","0","1","TIER_P4"
"EAFPM06","FP-M06","Air Filter","0","1","0","1","TIER_P4"
"EAFPM07","FP-M07","Air Filter","0","0","0","1","TIER_P5"
"EAFPM09","FP-M09","Air Filter","0","0","0","0","TIER_P5"
"EAFPM10","FP-M10","Air Filter","0","0","0","0","TIER_P5"
"EAFPMN01","FP-MN01","Air Filter","0","1","0","1","TIER_P4"
"EAFPV01","FP-V01","Air Filter","0","1","0","1","TIER_P4"
"EAFPV03","FP-V03","Air Filter","0","0","0","1","TIER_P5"
"EAFPV05","FP-V05","Air Filter","0","0","0","0","TIER_P5"
"EA58002","FP18002","Air Filter","1","0","1","1","TIER_P5"
"EA51827","FP1827","Air Filter","1","1","1","1","TIER_P1"
"EA51828","FP1828","Air Filter","1","1","1","1","TIER_P1"
"EA51829","FP1829","Air Filter","1","1","1","1","TIER_P1"
"EA59004","FP19004","Air Filter","1","1","1","1","TIER_P1"
"EA51919","FP1919","Air Filter","1","1","1","1","TIER_P1"
"EA51936","FP1936","Air Filter","1","1","1","1","TIER_P1"
"EA50006","FP20006","Air Filter","1","1","1","1","TIER_P1"
"EA52026","FP2026","Air Filter","1","1","1","1","TIER_P1"
"EA52040","FP2040","Air Filter","1","1","1","1","TIER_P1"
"EA52043","FP2043","Air Filter","1","1","1","1","TIER_P1"
"EAFP210002","FP21000/2","Air Filter","0","0","0","0","TIER_P5"
"EA51003","FP21003","Air Filter","1","1","1","1","TIER_P1"
"EA52129","FP2129","Air Filter","1","0","1","0","TIER_P5"
"EA52131","FP2131","Air Filter","1","1","1","1","TIER_P1"
"EA52141","FP2141","Air Filter","1","1","1","1","TIER_P1"
"EA52184","FP2184","Air Filter","0","1","1","1","TIER_P4"
"EA52011","FP22011","Air Filter","1","1","1","1","TIER_P1"
"EA52013","FP22013","Air Filter","1","1","1","1","TIER_P1"
"EAFP22016","FP22016","Air Filter","0","0","0","0","TIER_P5"
"EA52021","FP22021","Air Filter","1","1","1","1","TIER_P1"
"EA52022","FP22022","Air Filter","1","1","1","1","TIER_P1"
"EA52032","FP22032","Air Filter","1","1","1","1","TIER_P1"
"EA52243","FP2243","Air Filter","1","1","1","1","TIER_P1"
"EAFP230142","FP23014/2","Air Filter","0","0","0","0","TIER_P5"
"EAFP230152","FP23015/2","Air Filter","0","0","0","0","TIER_P5"
"EA53024","FP23024","Air Filter","1","1","1","1","TIER_P1"
"EA53025","FP23025","Air Filter","0","0","1","1","TIER_P5"
"EA52335","FP2335KIT","Air Filter","1","1","1","1","TIER_P1"
"EA52345","FP2345","Air Filter","0","0","1","0","TIER_P5"
"EA52358","FP2358","Air Filter","1","1","1","1","TIER_P1"
"EA54003","FP24003","Air Filter","1","1","1","1","TIER_P1"
"EA54004","FP24004","Air Filter","1","0","1","1","TIER_P5"
"EA54009","FP24009","Air Filter","1","1","1","1","TIER_P1"
"EA54021","FP24021","Air Filter","1","1","1","1","TIER_P1"
"EA54024","FP24024","Air Filter","1","1","1","1","TIER_P1"
"EA54026","FP24026","Air Filter","1","1","1","1","TIER_P1"
"EAFP240582","FP24058/2","Air Filter","0","0","0","0","TIER_P5"
"EAFP24182","FP2418/2","Air Filter","0","0","0","0","TIER_P5"
"EA52433","FP2433","Air Filter","1","1","1","1","TIER_P1"
"EA52436","FP2436","Air Filter","1","1","1","1","TIER_P1"
"EA52440","FP2440","Air Filter","1","1","1","1","TIER_P1"
"EA52442","FP2442","Air Filter","1","1","1","1","TIER_P1"
"EA52450","FP2450","Air Filter","1","1","1","1","TIER_P1"
"EA55001","FP25001","Air Filter","1","1","1","1","TIER_P1"
"EA55003","FP25003","Air Filter","1","1","1","1","TIER_P1"
"EA55007","FP25007","Air Filter","1","1","1","1","TIER_P1"
"EA55012","FP25012","Air Filter","1","1","1","1","TIER_P1"
"EA55015","FP25015","Air Filter","1","0","1","1","TIER_P5"
"EAFP250342","FP25034/2","Air Filter","0","0","0","0","TIER_P5"
"EAFP25332","FP2533/2","Air Filter","0","0","0","0","TIER_P5"
"EA52544","FP2544","Air Filter","1","1","1","1","TIER_P1"
"EA52559","FP2559","Air Filter","1","1","1","1","TIER_P1"
"EA56005","FP26005","Air Filter","1","1","1","1","TIER_P1"
"EA56006","FP26006","Air Filter","1","1","1","1","TIER_P1"
"EA56007","FP26007","Air Filter","1","1","1","1","TIER_P1"
"EA50071","FP26007/1","Air Filter","1","0","1","1","TIER_P5"
"EA56009","FP26009","Air Filter","1","1","1","1","TIER_P1"
"EA56010","FP26010","Air Filter","1","1","1","1","TIER_P1"
"EAFP260132","FP26013/2","Air Filter","0","0","0","0","TIER_P5"
"EAFP26019","FP26019","Air Filter","0","0","0","0","TIER_P5"
"EA56021","FP26021","Air Filter","1","1","1","1","TIER_P1"
"EA56023","FP26023","Air Filter","1","1","1","1","TIER_P1"
"EA50231","FP26023/1","Air Filter","1","0","1","1","TIER_P5"
"EAFP260231MHJP","FP26023/1MHJP","Air Filter","0","0","0","0","TIER_P5"
"EAFP260282","FP26028/2","Air Filter","0","0","0","0","TIER_P5"
"EA52620","FP2620","Air Filter","1","1","1","1","TIER_P1"
"EA52641","FP2641","Air Filter","1","1","1","1","TIER_P1"
"EAFP26462","FP2646/2","Air Filter","0","0","0","0","TIER_P5"
"EA57008","FP27008","Air Filter","1","1","1","1","TIER_P1"
"EA57009","FP27009","Air Filter","1","1","1","1","TIER_P1"
"EAFP270212","FP27021/2","Air Filter","0","0","0","0","TIER_P5"
"EAFP27058","FP27058","Air Filter","0","0","0","0","TIER_P5"
"EAFP27222","FP2722/2","Air Filter","0","0","0","0","TIER_P5"
"EA52733","FP2733","Air Filter","1","1","1","1","TIER_P1"
"EA52742","FP2742","Air Filter","1","1","1","1","TIER_P1"
"EA52743","FP2743","Air Filter","1","1","1","1","TIER_P1"
"EAFP27452","FP2745/2","Air Filter","0","0","0","0","TIER_P5"
"EA52747","FP2747","Air Filter","1","1","1","1","TIER_P1"
"EA52757","FP2757","Air Filter","1","1","1","1","TIER_P1"
"EAFP28001","FP28001","Air Filter","0","0","0","0","TIER_P5"
"EA58009","FP28009","Air Filter","1","1","1","1","TIER_P1"
"EA58013","FP28013","Air Filter","1","1","1","1","TIER_P1"
"EAFP28013MHJP","FP28013MHJP","Air Filter","0","0","0","0","TIER_P5"
"EA52842","FP2842","Air Filter","1","1","1","1","TIER_P1"
"EA58471","FP2847/1","Air Filter","1","1","1","1","TIER_P1"
"EA52855","FP2855","Air Filter","1","1","1","1","TIER_P1"
"EA52862","FP2862","Air Filter","1","1","1","1","TIER_P1"
"EA52882","FP2882","Air Filter","1","1","1","1","TIER_P1"
"EA52897","FP2897","Air Filter","1","1","1","1","TIER_P1"
"EAFP290032","FP29003/2","Air Filter","0","0","0","0","TIER_P5"
"EA59005","FP29005","Air Filter","1","1","1","1","TIER_P1"
"EA50051","FP29005/1","Air Filter","1","0","1","1","TIER_P5"
"EA59007","FP29007","Air Filter","1","1","1","1","TIER_P1"
"EA59010","FP29010","Air Filter","1","1","1","1","TIER_P1"
"EA52939","FP2939","Air Filter","1","1","1","1","TIER_P1"
"EA59391","FP2939/1","Air Filter","1","1","1","1","TIER_P1"
"EA52940","FP2940","Air Filter","1","1","1","1","TIER_P1"
"EAFP29412","FP2941/2","Air Filter","0","0","0","0","TIER_P5"
"EA52952","FP2952","Air Filter","1","1","1","1","TIER_P1"
"EA50007","FP30007","Air Filter","1","1","1","1","TIER_P1"
"EA50071","FP30007/1","Air Filter","1","0","1","1","TIER_P5"
"EA50012","FP30012","Air Filter","1","1","1","1","TIER_P1"
"EAFP30232","FP3023/2","Air Filter","0","0","0","0","TIER_P5"
"EA53037","FP3037","Air Filter","1","1","1","1","TIER_P1"
"EA53054","FP3054","Air Filter","1","1","1","1","TIER_P1"
"EA51001","FP31001","Air Filter","1","1","1","1","TIER_P1"
"EA51003","FP31003","Air Filter","1","1","1","1","TIER_P1"
"EAFP31242","FP3124/2","Air Filter","0","0","0","0","TIER_P5"
"EA53132","FP3132","Air Filter","1","1","1","1","TIER_P1"
"EA53139","FP3139","Air Filter","1","1","1","1","TIER_P1"
"EA53172","FP3172","Air Filter","1","1","1","1","TIER_P1"
"EA51721","FP3172/1","Air Filter","1","0","1","1","TIER_P5"
"EA52001","FP32001","Air Filter","1","1","1","1","TIER_P1"
"EA52007","FP32007","Air Filter","1","0","1","1","TIER_P5"
"EA50071","FP32007/1","Air Filter","1","0","1","1","TIER_P5"
"EA52008","FP32008","Air Filter","1","1","1","1","TIER_P1"
"EA53006","FP33006","Air Filter","1","1","1","1","TIER_P1"
"EA53337","FP3337","Air Filter","1","1","1","1","TIER_P1"
"EA54003","FP34003","Air Filter","1","1","1","1","TIER_P1"
"EA53448","FP3448","Air Filter","1","1","1","1","TIER_P1"
"EA53454","FP3454","Air Filter","1","1","1","1","TIER_P1"
"EA53461","FP3461","Air Filter","1","1","1","1","TIER_P1"
"EA54611","FP3461/1","Air Filter","1","0","1","1","TIER_P5"
"EA53540","FP3540","Air Filter","1","1","1","1","TIER_P1"
"EA53567","FP3567","Air Filter","1","1","1","1","TIER_P1"
"EA53569","FP3569","Air Filter","1","1","1","1","TIER_P1"
"EA56006","FP36006","Air Filter","1","1","1","1","TIER_P1"
"EA57001","FP37001","Air Filter","1","1","1","1","TIER_P1"
"EA58004","FP38004","Air Filter","1","1","1","1","TIER_P1"
"EA50041","FP38004/1","Air Filter","1","0","1","1","TIER_P5"
"EA53959","FP3959","Air Filter","1","1","1","1","TIER_P1"
"EA54054","FP4054","Air Filter","1","1","1","1","TIER_P1"
"EA54436","FP4436","Air Filter","1","1","1","1","TIER_P1"
"EA55004","FP45004","Air Filter","1","1","1","1","TIER_P1"
"EA54594","FP4594","Air Filter","1","1","1","1","TIER_P1"
"EA54627","FP4627","Air Filter","1","1","1","1","TIER_P1"
"EA54662","FP4662","Air Filter","1","1","1","1","TIER_P1"
"EA54795","FP4795","Air Filter","1","1","1","1","TIER_P1"
"EA54926","FP4926","Air Filter","1","1","1","1","TIER_P1"
"EA50001","FP50001","Air Filter","1","1","1","1","TIER_P1"
"EA50102","FP50102","Air Filter","1","1","1","1","TIER_P1"
"EA55067","FP5067","Air Filter","1","1","1","1","TIER_P1"
"EA55141","FP5141","Air Filter","1","1","1","1","TIER_P1"
"EA52004","FP52004","Air Filter","1","1","1","1","TIER_P1"
"EA55480","FP5480","Air Filter","1","1","1","1","TIER_P1"
"EA56724","FP6724","Air Filter","1","1","1","1","TIER_P1"
"EA58430","FP8430","Air Filter","1","1","1","1","TIER_P1"
"EA53067","FPE23067","Air Filter","1","0","1","0","TIER_P5"
"EAFPE26006","FPE26006","Air Filter","0","0","0","0","TIER_P5"
"EA50071","FPE26007/1","Air Filter","1","0","1","0","TIER_P5"
"EA56009","FPE26009","Air Filter","1","0","1","0","TIER_P5"
"EAFPE26021","FPE26021","Air Filter","0","0","0","0","TIER_P5"
"EA50231","FPE26023/1","Air Filter","1","0","1","0","TIER_P5"
"EAFPE260282","FPE26028/2","Air Filter","0","0","0","0","TIER_P5"
"EAFPE300071","FPE30007/1","Air Filter","0","0","0","0","TIER_P5"
"EA51003","FPE31003","Air Filter","1","0","1","0","TIER_P5"
"ELHU100021Z","HU10002/1Z","Oil Filter","0","0","0","0","TIER_P5"
"EL50002","HU10002Z","Oil Filter","1","0","1","1","TIER_P5"
"EL50004","HU10004Z","Oil Filter","1","0","1","1","TIER_P5"
"EL50200","HU10200Z","Oil Filter","1","0","1","1","TIER_P5"
"EL51072","HU1072X","Oil Filter","1","0","1","1","TIER_P5"
"EL50771","HU1077/1X","Oil Filter","0","0","1","1","TIER_P5"
"EL50771","HU1077/1Z","Oil Filter","0","1","1","1","TIER_P4"
"EL50772","HU1077/2X","Oil Filter","1","0","1","1","TIER_P5"
"EL51077","HU1077X","Oil Filter","0","1","0","1","TIER_P4"
"ELHU1090","HU1090","Oil Filter","0","0","0","0","TIER_P5"
"EL51002","HU11002X","Oil Filter","1","1","1","1","TIER_P1"
"EL51003","HU11003Y","Oil Filter","1","0","1","1","TIER_P5"
"EL51003","HU11003Z","Oil Filter","0","1","1","1","TIER_P4"
"ELHU11005X","HU11005X","Oil Filter","0","0","0","1","TIER_P5"
"ELHU110071Z","HU11007/1Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU11007Z","HU11007Z","Oil Filter","0","0","0","1","TIER_P5"
"EL51009","HU11009Z","Oil Filter","1","0","1","1","TIER_P5"
"EL51011","HU11011Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU11013Z","HU11013Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU11015Z","HU11015Z","Oil Filter","0","0","0","0","TIER_P5"
"EL52001","HU12001Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU12002Y","HU12002Y","Oil Filter","0","0","0","0","TIER_P5"
"EL52003","HU12003X","Oil Filter","1","0","1","1","TIER_P5"
"EL52005","HU12005","Oil Filter","1","1","0","0","TIER_P3"
"EL52005","HU12005X","Oil Filter","1","1","0","1","TIER_P3"
"EL52006","HU12006Z","Oil Filter","1","0","1","1","TIER_P5"
"EL52007","HU12007X","Oil Filter","1","0","1","1","TIER_P5"
"EL52008","HU12008X","Oil Filter","1","0","1","1","TIER_P5"
"EL52009","HU12009Z","Oil Filter","1","0","1","1","TIER_P5"
"EL52010","HU12010X","Oil Filter","0","0","1","1","TIER_P5"
"EL52013","HU12013Z","Oil Filter","1","0","1","1","TIER_P5"
"EL52015","HU12015X","Oil Filter","1","0","1","1","TIER_P5"
"EL50161","HU12016/1Z","Oil Filter","1","0","1","1","TIER_P5"
"EL52016","HU12016Z","Oil Filter","0","1","1","1","TIER_P4"
"EL52021","HU12021Z","Oil Filter","1","0","1","1","TIER_P5"
"EL52103","HU12103X","Oil Filter","1","0","1","1","TIER_P5"
"EL52105","HU12105","Oil Filter","0","1","0","1","TIER_P4"
"ELHU121061Z","HU12106/1Z","Oil Filter","0","0","0","0","TIER_P5"
"EL52110","HU12110X","Oil Filter","1","0","1","1","TIER_P5"
"EL52122","HU12122X","Oil Filter","1","0","1","1","TIER_P5"
"EL52140","HU12140X","Oil Filter","1","0","1","1","TIER_P5"
"EL51270","HU1270X","Oil Filter","1","0","1","1","TIER_P5"
"EL52911","HU1291/1Z","Oil Filter","1","0","1","1","TIER_P5"
"EL51291","HU1291Z","Oil Filter","0","1","0","1","TIER_P4"
"EL51297","HU1297X","Oil Filter","1","0","1","1","TIER_P5"
"EL53120","HU13120","Oil Filter","0","1","0","1","TIER_P4"
"EL51253","HU13125/3X","Oil Filter","1","0","1","1","TIER_P5"
"ELHU131255Z","HU13125/5Z","Oil Filter","1","0","0","1","TIER_P5"
"EL53125","HU13125X","Oil Filter","0","1","1","1","TIER_P4"
"EL51381","HU1381","Oil Filter","0","1","0","1","TIER_P4"
"EL51381","HU1381X","Oil Filter","1","0","1","1","TIER_P5"
"EL51390","HU1390X","Oil Filter","1","0","1","1","TIER_P5"
"ELHU2X9471Z","HU2X947/1Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU2X9473Z","HU2X947/3Z","Oil Filter","0","0","0","0","TIER_P5"
"EL55001","HU5001Z","Oil Filter","1","0","1","1","TIER_P5"
"EL55003","HU5003Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU5005Z","HU5005Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU5006Z","HU5006Z","Oil Filter","0","0","0","0","TIER_P5"
"EL55008","HU5008Z","Oil Filter","0","0","1","1","TIER_P5"
"ELHU5011Z","HU5011Z","Oil Filter","0","0","0","0","TIER_P5"
"EL55141","HU514/1Y","Oil Filter","1","0","1","1","TIER_P5"
"EL50514","HU514X","Oil Filter","1","0","1","1","TIER_P5"
"EL50514","HU514Y","Oil Filter","1","0","1","1","TIER_P5"
"EL56001","HU6001","Oil Filter","0","1","1","1","TIER_P4"
"EL56002","HU6002Z","Oil Filter","0","1","1","1","TIER_P4"
"EL56002","HU6002ZM","Oil Filter","1","1","0","0","TIER_P3"
"EL56004","HU6004X","Oil Filter","1","0","1","1","TIER_P5"
"EL56006","HU6006Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56006","HU6006ZM","Oil Filter","1","1","0","0","TIER_P3"
"ELHU60071X","HU6007/1X","Oil Filter","0","0","0","0","TIER_P5"
"EL56007","HU6007X","Oil Filter","1","0","1","1","TIER_P5"
"EL50081","HU6008/1Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU60082Z","HU6008/2Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU60083Z","HU6008/3Z","Oil Filter","0","0","0","0","TIER_P5"
"EL56008","HU6008Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56009","HU6009Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU6009ZM","HU6009ZM","Oil Filter","0","0","0","0","TIER_P5"
"EL56011","HU6011Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56012","HU6012ZKIT","Oil Filter","1","0","1","1","TIER_P5"
"EL56013","HU6013Y","Oil Filter","1","0","1","1","TIER_P5"
"EL56013","HU6013Z","Oil Filter","1","0","1","1","TIER_P5"
"EL50141","HU6014/1Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56014","HU6014Z","Oil Filter","0","1","1","1","TIER_P4"
"EL50152","HU6015/2ZKIT","Oil Filter","0","1","0","0","TIER_P4"
"EL56015","HU6015ZKIT","Oil Filter","1","0","1","1","TIER_P5"
"ELHU6017Z","HU6017Z","Oil Filter","0","0","0","0","TIER_P5"
"EL56018","HU6018Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56019","HU6019Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU60201Z","HU6020/1Z","Oil Filter","0","0","0","0","TIER_P5"
"EL56020","HU6020Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56022","HU6022Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56023","HU6023Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU60241Z","HU6024/1Z","Oil Filter","0","0","0","0","TIER_P5"
"EL56024","HU6024Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56026","HU6026Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU6027Z","HU6027Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU60281Z","HU6028/1Z","Oil Filter","0","0","0","0","TIER_P5"
"EL56028","HU6028Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56032","HU6032Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU60331Z","HU6033/1Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU60332Z","HU6033/2Z","Oil Filter","0","0","0","0","TIER_P5"
"EL56033","HU6033Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56034","HU6034Z","Oil Filter","1","0","1","1","TIER_P5"
"EL56035","HU6035X","Oil Filter","0","0","1","0","TIER_P5"
"ELHU6036Z","HU6036Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU6037Z","HU6037Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU6039ZKIT","HU6039ZKIT","Oil Filter","0","0","0","0","TIER_P5"
"ELHU6040Z","HU6040Z","Oil Filter","0","0","0","0","TIER_P5"
"EL56042","HU6042Z","Oil Filter","1","0","1","1","TIER_P5"
"ELHU6044Z","HU6044Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU6046Z","HU6046Z","Oil Filter","0","0","0","1","TIER_P5"
"ELHU6047Z","HU6047Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU6048Z","HU6048Z","Oil Filter","0","0","0","0","TIER_P5"
"ELHU6068Z","HU6068Z","Oil Filter","0","0","0","0","TIER_P5"
"EL50610","HU610X","Oil Filter","1","0","1","1","TIER_P5"
"EL56111","HU611/1X","Oil Filter","1","0","1","1","TIER_P5"
"EL50611","HU611X","Oil Filter","1","0","1","1","TIER_P5"
"EL56121","HU612/1X","Oil Filter","1","0","1","1","TIER_P5"
"EL56122","HU612/2X","Oil Filter","0","0","1","1","TIER_P5"
"ELHU6122XM","HU612/2XM","Oil Filter","0","0","0","0","TIER_P5"
"ELHU6123X","HU612/3X","Oil Filter","0","0","0","0","TIER_P5"
"EL50612","HU612X","Oil Filter","1","0","1","1","TIER_P5"
"ELHU6152X","HU615/2X","Oil Filter","0","1","0","1","TIER_P4"
"EL56153","HU615/3X","Oil Filter","1","0","1","1","TIER_P5"
"EL56181","HU618/1Y","Oil Filter","1","0","1","1","TIER_P5"
"EL50618","HU618X","Oil Filter","1","0","1","1","TIER_P5"
"EL50618","HU618Y","Oil Filter","1","0","1","1","TIER_P5"
"EL50068","HU68X","Oil Filter","1","0","1","1","TIER_P5"
"ELHU691","HU69/1","Oil Filter","0","0","0","1","TIER_P5"
"EL50692","HU69/2","Oil Filter","0","0","1","1","TIER_P5"
"EL50692","HU69/2X","Oil Filter","0","1","1","1","TIER_P4"
"EL50693","HU69/3X","Oil Filter","1","0","1","1","TIER_P5"
"ELHU694X","HU69/4X","Oil Filter","0","0","0","0","TIER_P5"
"EL57001","HU7001X","Oil Filter","1","0","1","1","TIER_P5"
"EL57002","HU7002Z","Oil Filter","1","0","1","1","TIER_P5"
"EL50031","HU7003/1X","Oil Filter","0","1","0","0","TIER_P4"
"EL57003","HU7003X","Oil Filter","1","0","1","1","TIER_P5"
"EL50041","HU7004/1X","Oil Filter","1","0","1","1","TIER_P5"
